Process,Burst time,Arrival Time,,Arrival Time(normalized)
P5879,190,51,,0.51
P5880,144,58.75,,0.5875
P5881,184,58.5,,0.585
P5882,123,49.5,,0.495
P5883,64,36.5,,0.365
P5884,202,51.75,,0.5175
P5885,314,32,,0.32
P5886,189,51.25,,0.5125
P5887,199,44,,0.44
P5888,269,52,,0.52
P5889,192,67.5,,0.675
P5890,157,61.75,,0.6175
P5891,301,30.75,,0.3075
P5892,296,77,,0.77
P5893,256,33.5,,0.335
P5894,270,24.75,,0.2475
P5895,211,39.75,,0.3975
P5896,190,43,,0.43
P5897,171,58.75,,0.5875
P5898,215,16.5,,0.165
P5899,229,75.5,,0.755
P5900,209,47.25,,0.4725
P5901,146,63.25,,0.6325
P5902,187,82.75,,0.8275
P5903,180,59,,0.59
P5904,284,34.75,,0.3475
P5905,140,51.75,,0.5175
P5906,162,60.5,,0.605
P5907,248,51,,0.51
P5908,262,71.75,,0.7175
P5909,240,26.25,,0.2625
P5910,239,65.5,,0.655
P5911,171,42,,0.42
P5912,189,35.5,,0.355
P5913,186,63.75,,0.6375
P5914,165,77.75,,0.7775
P5915,232,60.5,,0.605
P5916,200,72.5,,0.725
P5917,182,67,,0.67
P5918,168,58.25,,0.5825
P5919,192,20.5,,0.205
P5920,201,27.25,,0.2725
P5921,300,73.75,,0.7375
P5922,191,40.5,,0.405
P5923,167,72.5,,0.725
P5924,237,69.5,,0.695
P5925,189,49,,0.49
P5926,206,62.75,,0.6275
P5927,231,52.5,,0.525
P5928,169,58.75,,0.5875
P5929,195,70.5,,0.705
P5930,171,73.5,,0.735
P5931,226,50.5,,0.505
P5932,204,62.5,,0.625
P5933,147,45.75,,0.4575
P5934,255,64.5,,0.645
P5935,158,42,,0.42
P5936,117,38.5,,0.385
P5937,350,47.75,,0.4775
P5938,163,35.5,,0.355
P5939,236,50.25,,0.5025
P5940,179,49,,0.49
P5941,165,69.75,,0.6975
P5942,222,67.75,,0.6775
P5943,73,65.75,,0.6575
P5944,221,70.75,,0.7075
P5945,232,74,,0.74
P5946,297,48.75,,0.4875
P5947,210,53,,0.53
P5948,105,29.5,,0.295
P5949,145,38.75,,0.3875
P5950,287,41.5,,0.415
P5951,236,85,,0.85
P5952,175,28,,0.28
P5953,201,53.75,,0.5375
P5954,178,47.5,,0.475
P5955,225,72.5,,0.725
P5956,204,45.75,,0.4575
P5957,119,73.5,,0.735
P5958,223,19.25,,0.1925
P5959,307,63.75,,0.6375
P5960,296,39.5,,0.395
P5961,195,49.25,,0.4925
P5962,273,20.25,,0.2025
P5963,258,45,,0.45
P5964,197,56.75,,0.5675
P5965,262,40.5,,0.405
P5966,304,38,,0.38
P5967,204,43.25,,0.4325
P5968,172,76.25,,0.7625
P5969,235,49.25,,0.4925
P5970,298,40,,0.4
P5971,191,61,,0.61
P5972,262,60.25,,0.6025
P5973,224,38.5,,0.385
P5974,255,60.5,,0.605
P5975,217,40.25,,0.4025
P5976,256,42,,0.42
P5977,228,39,,0.39
P5978,217,45.75,,0.4575
P5979,205,50.5,,0.505
P5980,242,80,,0.8
P5981,207,47.25,,0.4725
P5982,238,72.25,,0.7225
P5983,237,62.75,,0.6275
P5984,264,60.25,,0.6025
P5985,262,64.75,,0.6475
P5986,261,38.25,,0.3825
P5987,247,61.25,,0.6125
P5988,241,74,,0.74
P5989,232,34.5,,0.345
P5990,212,54.75,,0.5475
P5991,178,68.25,,0.6825
P5992,237,58.75,,0.5875
P5993,244,81.25,,0.8125
P5994,274,43.25,,0.4325
P5995,290,79.5,,0.795
P5996,228,41,,0.41
P5997,108,43.75,,0.4375
P5998,266,60.75,,0.6075
P5999,272,63.5,,0.635
P6000,183,55.75,,0.5575
P6001,227,65.5,,0.655
P6002,122,64,,0.64
P6003,140,40,,0.4
P6004,190,27.75,,0.2775
P6005,300,59.75,,0.5975
P6006,289,78.5,,0.785
P6007,285,65,,0.65
P6008,244,67.25,,0.6725
P6009,188,55.25,,0.5525
P6010,205,57.25,,0.5725
P6011,303,16.25,,0.1625
P6012,216,44,,0.44
P6013,222,26,,0.26
P6014,244,85.25,,0.8525
P6015,213,71.5,,0.715
P6016,291,54.5,,0.545
P6017,143,64,,0.64
P6018,179,39.75,,0.3975
P6019,234,64,,0.64
P6020,193,26.5,,0.265
P6021,223,46.25,,0.4625
P6022,97,32,,0.32
P6023,204,72,,0.72
P6024,278,69.25,,0.6925
P6025,80,32,,0.32
P6026,118,58,,0.58
P6027,224,85.75,,0.8575
P6028,229,48.25,,0.4825
P6029,187,61,,0.61
P6030,178,48.25,,0.4825
P6031,196,45.5,,0.455
P6032,207,70,,0.7
P6033,221,61,,0.61
P6034,222,65.5,,0.655
P6035,232,37.5,,0.375
P6036,172,71,,0.71
P6037,267,41,,0.41
P6038,273,44.25,,0.4425
P6039,194,70.25,,0.7025
P6040,245,23,,0.23
P6041,240,23.25,,0.2325
P6042,124,21.25,,0.2125
P6043,170,53.5,,0.535
P6044,158,78.75,,0.7875
P6045,174,77.25,,0.7725
P6046,151,68,,0.68
P6047,186,50.75,,0.5075
P6048,229,56.5,,0.565
P6049,191,63.25,,0.6325
P6050,223,50.25,,0.5025
P6051,282,51,,0.51
P6052,242,52.75,,0.5275
P6053,175,55.5,,0.555
P6054,224,80.5,,0.805
P6055,167,47,,0.47
P6056,208,64.25,,0.6425
P6057,232,53.5,,0.535
P6058,142,65.75,,0.6575
P6059,152,25.25,,0.2525
P6060,152,41.5,,0.415
P6061,269,77,,0.77
P6062,216,46.25,,0.4625
P6063,161,45.75,,0.4575
P6064,241,63.5,,0.635
P6065,245,49.75,,0.4975
P6066,197,38.75,,0.3875
P6067,238,40.25,,0.4025
P6068,214,69,,0.69
P6069,148,52,,0.52
P6070,182,62,,0.62
P6071,191,45,,0.45
P6072,212,63.75,,0.6375
P6073,67,49.5,,0.495
P6074,177,21.5,,0.215
P6075,235,63.75,,0.6375
P6076,164,60.25,,0.6025
P6077,165,68.5,,0.685
P6078,149,71.75,,0.7175
P6079,210,32.5,,0.325
P6080,156,67.25,,0.6725
P6081,172,60.25,,0.6025
P6082,160,94.5,,0.945
P6083,257,59.75,,0.5975
P6084,235,36.5,,0.365
P6085,138,70.25,,0.7025
P6086,192,74.25,,0.7425
P6087,172,57.75,,0.5775
P6088,207,55.25,,0.5525
P6089,148,65.5,,0.655
P6090,163,27.75,,0.2775
P6091,202,63.25,,0.6325
P6092,177,43.5,,0.435
P6093,231,27.5,,0.275
P6094,171,43,,0.43
P6095,263,58.75,,0.5875
P6096,132,83.75,,0.8375
P6097,237,38.25,,0.3825
P6098,260,67.25,,0.6725
P6099,215,35.25,,0.3525
P6100,158,70.75,,0.7075
P6101,171,28.5,,0.285
P6102,194,58.5,,0.585
P6103,200,71.25,,0.7125
P6104,262,82.5,,0.825
P6105,204,86,,0.86
P6106,178,68.5,,0.685
P6107,237,68.5,,0.685
P6108,254,44.5,,0.445
P6109,215,42.5,,0.425
P6110,168,35.75,,0.3575
P6111,260,40.5,,0.405
P6112,221,76.5,,0.765
P6113,201,53.25,,0.5325
P6114,203,51,,0.51
P6115,145,28,,0.28
P6116,192,63.75,,0.6375
P6117,228,47,,0.47
P6118,225,40.5,,0.405
P6119,222,42.5,,0.425
P6120,244,34.25,,0.3425
P6121,243,37.5,,0.375
P6122,248,68,,0.68
P6123,259,45.5,,0.455
P6124,227,52.25,,0.5225
P6125,255,52.75,,0.5275
P6126,287,72.75,,0.7275
P6127,156,40.5,,0.405
P6128,211,55,,0.55
P6129,172,36.25,,0.3625
P6130,243,70.75,,0.7075
P6131,89,56,,0.56
P6132,248,49.5,,0.495
P6133,221,66.5,,0.665
P6134,138,58.75,,0.5875
P6135,229,21.5,,0.215
P6136,208,49.5,,0.495
P6137,207,62,,0.62
P6138,260,46.5,,0.465
P6139,190,52,,0.52
P6140,112,38.25,,0.3825
P6141,167,70.75,,0.7075
P6142,206,28.75,,0.2875
P6143,217,53.75,,0.5375
P6144,208,44,,0.44
P6145,289,49.25,,0.4925
P6146,194,39,,0.39
P6147,125,32.75,,0.3275
P6148,198,39.25,,0.3925
P6149,233,38.75,,0.3875
P6150,156,65.75,,0.6575
P6151,263,53.75,,0.5375
P6152,205,58.5,,0.585
P6153,169,63,,0.63
P6154,130,25.75,,0.2575
P6155,196,48,,0.48
P6156,78,44.25,,0.4425
P6157,166,36.25,,0.3625
P6158,87,54.75,,0.5475
P6159,291,35.5,,0.355
P6160,237,60.25,,0.6025
P6161,185,45,,0.45
P6162,142,38,,0.38
P6163,134,49.5,,0.495
P6164,237,64.25,,0.6425
P6165,162,97.5,,0.975
P6166,225,65.5,,0.655
P6167,151,70,,0.7
P6168,227,53.25,,0.5325
P6169,73,55.75,,0.5575
P6170,104,65.75,,0.6575
P6171,278,32.5,,0.325
P6172,296,76.75,,0.7675
P6173,191,32.25,,0.3225
P6174,179,48,,0.48
P6175,285,89.75,,0.8975
P6176,201,61.25,,0.6125
P6177,188,47.5,,0.475
P6178,182,43.75,,0.4375
P6179,276,50.75,,0.5075
P6180,245,61.25,,0.6125
P6181,239,65.25,,0.6525
P6182,217,80.75,,0.8075
P6183,274,52,,0.52
P6184,108,73.75,,0.7375
P6185,194,52.25,,0.5225
P6186,185,71.75,,0.7175
P6187,232,30.5,,0.305
P6188,236,38.75,,0.3875
P6189,255,26.5,,0.265
P6190,283,65,,0.65
P6191,199,33.5,,0.335
P6192,166,58.5,,0.585
P6193,249,52.25,,0.5225
P6194,156,43,,0.43
P6195,229,86.5,,0.865
P6196,186,17.25,,0.1725
P6197,129,54.25,,0.5425
P6198,89,53.5,,0.535
P6199,205,47.5,,0.475
P6200,275,28.5,,0.285
P6201,263,77.5,,0.775
P6202,247,51.75,,0.5175
P6203,179,46.75,,0.4675
P6204,177,63.75,,0.6375
P6205,201,52.25,,0.5225
P6206,210,59.75,,0.5975
P6207,131,51.5,,0.515
P6208,161,57.5,,0.575
P6209,237,75,,0.75
P6210,138,38.5,,0.385
P6211,198,43.25,,0.4325
P6212,167,50.75,,0.5075
P6213,221,58,,0.58
P6214,244,75,,0.75
P6215,245,50.75,,0.5075
P6216,123,54.5,,0.545
P6217,236,50,,0.5
P6218,201,75.5,,0.755
P6219,134,70.25,,0.7025
P6220,277,76.25,,0.7625
P6221,177,56.75,,0.5675
P6222,142,54,,0.54
P6223,173,41.25,,0.4125
P6224,189,76.75,,0.7675
P6225,160,58.5,,0.585
P6226,183,61.5,,0.615
P6227,156,22.75,,0.2275
P6228,147,10.5,,0.105
P6229,155,13,,0.13
P6230,145,32.75,,0.3275
P6231,302,67.75,,0.6775
P6232,148,11.25,,0.1125
P6233,181,64.75,,0.6475
P6234,199,52.5,,0.525
P6235,288,36.25,,0.3625
P6236,188,27.5,,0.275
P6237,159,45.5,,0.455
P6238,125,56.5,,0.565
P6239,223,78.5,,0.785
P6240,151,61.5,,0.615
P6241,239,46.75,,0.4675
P6242,144,57.5,,0.575
P6243,198,65.75,,0.6575
P6244,216,45,,0.45
P6245,218,46.25,,0.4625
P6246,228,45.75,,0.4575
P6247,109,54.25,,0.5425
P6248,201,61.75,,0.6175
P6249,183,24.5,,0.245
P6250,283,70.5,,0.705
P6251,171,57.75,,0.5775
P6252,292,43,,0.43
P6253,182,64.75,,0.6475
P6254,262,46.75,,0.4675
P6255,168,43.5,,0.435
P6256,151,50.5,,0.505
P6257,308,74.5,,0.745
P6258,356,21.75,,0.2175
P6259,183,31.5,,0.315
P6260,221,84.75,,0.8475
P6261,248,34.75,,0.3475
P6262,185,32.25,,0.3225
P6263,201,55,,0.55
P6264,163,67,,0.67
P6265,176,52.25,,0.5225
P6266,227,47.5,,0.475
P6267,221,44.75,,0.4475
P6268,223,77.25,,0.7725
P6269,271,30,,0.3
P6270,150,49.25,,0.4925
P6271,267,56.5,,0.565
P6272,124,59.75,,0.5975
P6273,268,49.75,,0.4975
P6274,146,33.25,,0.3325
P6275,224,37,,0.37
P6276,203,44.5,,0.445
P6277,202,49,,0.49
P6278,280,40.5,,0.405
P6279,225,67.25,,0.6725
P6280,249,71.5,,0.715
P6281,186,52.25,,0.5225
P6282,243,57,,0.57
P6283,239,45.75,,0.4575
P6284,196,28.5,,0.285
P6285,230,54.25,,0.5425
P6286,215,46,,0.46
P6287,135,94,,0.94
P6288,291,31.75,,0.3175
P6289,209,45.25,,0.4525
P6290,229,65.75,,0.6575
P6291,179,64.5,,0.645
P6292,184,56.5,,0.565
P6293,225,55,,0.55
P6294,141,56.75,,0.5675
P6295,129,37.75,,0.3775
P6296,135,67.25,,0.6725
P6297,191,61,,0.61
P6298,246,63,,0.63
P6299,217,57,,0.57
P6300,223,44.75,,0.4475
P6301,166,57.25,,0.5725
P6302,274,59.75,,0.5975
P6303,190,37.75,,0.3775
P6304,232,68.5,,0.685
P6305,200,46.5,,0.465
P6306,111,69,,0.69
P6307,196,21.5,,0.215
P6308,158,53.75,,0.5375
P6309,142,59.25,,0.5925
P6310,247,56.5,,0.565
P6311,236,83.5,,0.835
P6312,291,70,,0.7
P6313,162,40.5,,0.405
P6314,132,83.25,,0.8325
P6315,144,58.5,,0.585
P6316,180,24.5,,0.245
P6317,212,66.25,,0.6625
P6318,153,54.75,,0.5475
P6319,203,72.75,,0.7275
P6320,286,42,,0.42
P6321,161,36.25,,0.3625
P6322,187,62.5,,0.625
P6323,186,24,,0.24
P6324,198,38,,0.38
P6325,256,50,,0.5
P6326,127,62.75,,0.6275
P6327,161,44.75,,0.4475
P6328,118,63.5,,0.635
P6329,242,58,,0.58
P6330,235,12.5,,0.125
P6331,195,58.75,,0.5875
P6332,182,33.75,,0.3375
P6333,277,37,,0.37
P6334,272,43.75,,0.4375
P6335,218,45.75,,0.4575
P6336,254,50.75,,0.5075
P6337,113,38,,0.38
P6338,264,54.5,,0.545
P6339,207,33.25,,0.3325
P6340,228,68.25,,0.6825
P6341,167,16,,0.16
P6342,346,58.5,,0.585
P6343,181,54.5,,0.545
P6344,129,64.5,,0.645
P6345,253,40.5,,0.405
P6346,196,23.75,,0.2375
P6347,238,74,,0.74
P6348,227,62.75,,0.6275
P6349,128,68,,0.68
P6350,286,68.5,,0.685
P6351,222,70.25,,0.7025
P6352,248,32.75,,0.3275
P6353,187,73.5,,0.735
P6354,197,60.5,,0.605
P6355,153,64.75,,0.6475
P6356,85,55,,0.55
P6357,161,43.5,,0.435
P6358,149,58,,0.58
P6359,189,42,,0.42
P6360,208,30.25,,0.3025
P6361,156,27.75,,0.2775
P6362,293,75,,0.75
P6363,187,62.5,,0.625
P6364,194,40.75,,0.4075
P6365,134,36.75,,0.3675
P6366,258,61.75,,0.6175
P6367,189,55,,0.55
P6368,290,45.75,,0.4575
P6369,166,37.5,,0.375
P6370,213,57.75,,0.5775
P6371,172,15.25,,0.1525
P6372,282,65.5,,0.655
P6373,185,60.75,,0.6075
P6374,180,63,,0.63
P6375,193,60.75,,0.6075
P6376,230,65.25,,0.6525
P6377,255,20.75,,0.2075
P6378,243,40,,0.4
P6379,175,60.5,,0.605
P6380,75,60.5,,0.605
P6381,228,74.5,,0.745
P6382,147,56.5,,0.565
P6383,103,42.75,,0.4275
P6384,170,46,,0.46
P6385,148,47,,0.47
P6386,221,47,,0.47
P6387,282,18.25,,0.1825
P6388,253,52.5,,0.525
P6389,221,60.25,,0.6025
P6390,256,38.25,,0.3825
P6391,297,48,,0.48
P6392,213,50,,0.5
P6393,173,50.75,,0.5075
P6394,275,30.5,,0.305
P6395,229,48.25,,0.4825
P6396,176,18,,0.18
P6397,183,65,,0.65
P6398,246,39.5,,0.395
P6399,156,35,,0.35
P6400,255,27.5,,0.275
P6401,220,52.25,,0.5225
P6402,254,45.25,,0.4525
P6403,124,61.5,,0.615
P6404,142,83.75,,0.8375
P6405,257,51.75,,0.5175
P6406,91,48.25,,0.4825
P6407,152,74.75,,0.7475
P6408,136,66.75,,0.6675
P6409,131,71.25,,0.7125
P6410,316,52.25,,0.5225
P6411,224,85.5,,0.855
P6412,117,54.5,,0.545
P6413,109,75,,0.75
P6414,273,42,,0.42
P6415,221,76.25,,0.7625
P6416,277,23.75,,0.2375
P6417,191,55.25,,0.5525
P6418,293,45.25,,0.4525
P6419,203,44.75,,0.4475
P6420,169,44.5,,0.445
P6421,102,23.25,,0.2325
P6422,166,72.75,,0.7275
P6423,217,62.25,,0.6225
P6424,200,64,,0.64
P6425,175,54.5,,0.545
P6426,136,59,,0.59
P6427,165,65.75,,0.6575
P6428,183,62,,0.62
P6429,151,60.25,,0.6025
P6430,261,30.5,,0.305
P6431,184,62.75,,0.6275
P6432,211,42.25,,0.4225
P6433,109,27.75,,0.2775
P6434,160,52.75,,0.5275
P6435,288,43.25,,0.4325
P6436,210,66,,0.66
P6437,234,48.25,,0.4825
P6438,211,27.75,,0.2775
P6439,194,49.5,,0.495
P6440,277,53.25,,0.5325
P6441,217,45.25,,0.4525
P6442,175,51.5,,0.515
P6443,246,47.75,,0.4775
P6444,203,57.5,,0.575
P6445,192,65.75,,0.6575
P6446,169,68.25,,0.6825
P6447,241,66,,0.66
P6448,272,56.25,,0.5625
P6449,210,41.75,,0.4175
P6450,169,58,,0.58
P6451,200,78.25,,0.7825
P6452,131,50.75,,0.5075
P6453,236,58.5,,0.585
P6454,337,49.75,,0.4975
P6455,200,50.5,,0.505
P6456,182,36.5,,0.365
P6457,240,49.5,,0.495
P6458,173,49,,0.49
P6459,184,33.25,,0.3325
P6460,192,55,,0.55
P6461,184,91.5,,0.915
P6462,247,72.25,,0.7225
P6463,217,48.75,,0.4875
P6464,213,64.25,,0.6425
P6465,108,53.25,,0.5325
P6466,204,75.5,,0.755
P6467,172,49.25,,0.4925
P6468,207,61,,0.61
P6469,126,71.75,,0.7175
P6470,183,61.75,,0.6175
P6471,155,44.75,,0.4475
P6472,190,50.5,,0.505
P6473,245,61.75,,0.6175
P6474,284,29,,0.29
P6475,193,33.75,,0.3375
P6476,251,66.25,,0.6625
P6477,167,68,,0.68
P6478,128,52,,0.52
P6479,135,58.25,,0.5825
P6480,241,66,,0.66
P6481,151,43.5,,0.435
P6482,235,73,,0.73
P6483,197,76,,0.76
P6484,285,74.75,,0.7475
P6485,252,51.5,,0.515
P6486,183,19.75,,0.1975
P6487,225,54.75,,0.5475
P6488,183,78.75,,0.7875
P6489,217,14.5,,0.145
P6490,265,58.5,,0.585
P6491,272,30.5,,0.305
P6492,97,71,,0.71
P6493,235,86,,0.86
P6494,240,49,,0.49
P6495,214,36.5,,0.365
P6496,241,56.25,,0.5625
P6497,271,27.5,,0.275
P6498,199,34.25,,0.3425
P6499,196,54.25,,0.5425
P6500,269,55.5,,0.555
P6501,228,69.25,,0.6925
P6502,231,76.5,,0.765
P6503,228,44.5,,0.445
P6504,242,39.5,,0.395
P6505,249,80.5,,0.805
P6506,141,54.25,,0.5425
P6507,255,77.25,,0.7725
P6508,279,37.75,,0.3775
P6509,268,39,,0.39
P6510,142,32,,0.32
P6511,241,73.5,,0.735
P6512,266,74.25,,0.7425
P6513,226,90.25,,0.9025
P6514,134,59.5,,0.595
P6515,189,10,,0.1
P6516,292,66.25,,0.6625
P6517,184,52.25,,0.5225
P6518,202,39.25,,0.3925
P6519,240,61.25,,0.6125
P6520,223,53,,0.53
P6521,192,84,,0.84
P6522,205,46.5,,0.465
P6523,153,29.25,,0.2925
P6524,228,74.25,,0.7425
P6525,150,44.5,,0.445
P6526,216,54.5,,0.545
P6527,214,44.75,,0.4475
P6528,177,54.25,,0.5425
P6529,240,78,,0.78
P6530,230,11.25,,0.1125
P6531,266,53.25,,0.5325
P6532,158,80.75,,0.8075
P6533,185,80.25,,0.8025
P6534,91,57.5,,0.575
P6535,264,64.5,,0.645
P6536,285,56.75,,0.5675
P6537,102,76.5,,0.765
P6538,177,41.75,,0.4175
P6539,202,74,,0.74
P6540,237,43.75,,0.4375
P6541,228,59.75,,0.5975
P6542,200,55.5,,0.555
P6543,188,73,,0.73
P6544,278,42.25,,0.4225
P6545,204,26.5,,0.265
P6546,278,24.5,,0.245
P6547,200,70.25,,0.7025
P6548,230,47,,0.47
P6549,265,50.5,,0.505
P6550,171,52,,0.52
P6551,304,77.5,,0.775
P6552,351,70.25,,0.7025
P6553,232,39.5,,0.395
P6554,210,24,,0.24
P6555,176,57.5,,0.575
P6556,227,49.5,,0.495
P6557,283,38.5,,0.385
P6558,247,73,,0.73
P6559,207,62.5,,0.625
P6560,216,74.5,,0.745
P6561,258,66.25,,0.6625
P6562,122,38.25,,0.3825
P6563,209,75.25,,0.7525
P6564,309,51.25,,0.5125
P6565,219,43.25,,0.4325
P6566,300,55.5,,0.555
P6567,232,70.5,,0.705
P6568,251,50.75,,0.5075
P6569,255,51.5,,0.515
P6570,250,50.5,,0.505
P6571,255,32.25,,0.3225
P6572,215,27,,0.27
P6573,278,69.75,,0.6975
P6574,180,60.5,,0.605
P6575,169,44,,0.44
P6576,226,90.25,,0.9025
P6577,134,53.25,,0.5325
P6578,169,44.75,,0.4475
P6579,180,60,,0.6
P6580,157,66.75,,0.6675
P6581,191,49,,0.49
P6582,227,47.75,,0.4775
P6583,215,49.75,,0.4975
P6584,113,45,,0.45
P6585,162,56.75,,0.5675
P6586,147,37.25,,0.3725
P6587,233,42.75,,0.4275
P6588,152,52.25,,0.5225
P6589,234,59,,0.59
P6590,201,44.75,,0.4475
P6591,162,19.25,,0.1925
P6592,175,62.75,,0.6275
P6593,187,31.5,,0.315
P6594,234,59.75,,0.5975
P6595,204,66.5,,0.665
P6596,242,44.5,,0.445
P6597,230,64.5,,0.645
P6598,201,13.5,,0.135
P6599,182,82.75,,0.8275
P6600,229,45.75,,0.4575
P6601,158,48.25,,0.4825
P6602,236,70,,0.7
P6603,218,60.5,,0.605
P6604,233,27.25,,0.2725
P6605,203,57,,0.57
P6606,257,61.5,,0.615
P6607,159,40.5,,0.405
P6608,303,53.25,,0.5325
P6609,167,41.75,,0.4175
P6610,246,45.75,,0.4575
P6611,153,7.5,,0.075
P6612,255,88.75,,0.8875
P6613,212,71.5,,0.715
P6614,328,39,,0.39
P6615,205,42.25,,0.4225
P6616,207,47.25,,0.4725
P6617,236,25.5,,0.255
P6618,173,40.5,,0.405
P6619,158,64.5,,0.645
P6620,252,47.75,,0.4775
P6621,41,43.5,,0.435
P6622,174,52.25,,0.5225
P6623,261,67.25,,0.6725
P6624,256,50.5,,0.505
P6625,212,66.25,,0.6625
P6626,107,49.5,,0.495
P6627,210,25.5,,0.255
P6628,137,52.5,,0.525
P6629,224,61.75,,0.6175
P6630,203,80,,0.8
P6631,155,30,,0.3
P6632,181,53,,0.53
P6633,184,36.5,,0.365
P6634,288,55,,0.55
P6635,160,19.5,,0.195
P6636,197,47,,0.47
P6637,332,51.75,,0.5175
P6638,211,53.25,,0.5325
P6639,191,71.5,,0.715
P6640,219,68,,0.68
P6641,236,27,,0.27
P6642,219,83.5,,0.835
P6643,203,56,,0.56
P6644,240,46,,0.46
P6645,164,62,,0.62
P6646,324,71,,0.71
P6647,146,64.25,,0.6425
P6648,107,83.25,,0.8325
P6649,250,69.25,,0.6925
P6650,238,61.25,,0.6125
P6651,120,59.25,,0.5925
P6652,247,50.25,,0.5025
P6653,237,55.75,,0.5575
P6654,187,49.5,,0.495
P6655,213,66.5,,0.665
P6656,229,56.75,,0.5675
P6657,158,30.25,,0.3025
P6658,222,36.75,,0.3675
P6659,238,37.75,,0.3775
P6660,168,55.25,,0.5525
P6661,297,71.5,,0.715
P6662,150,51.75,,0.5175
P6663,201,50,,0.5
P6664,193,18.5,,0.185
P6665,221,52,,0.52
P6666,175,62.5,,0.625
P6667,195,40.25,,0.4025
P6668,234,80.75,,0.8075
P6669,213,49.25,,0.4925
P6670,256,76.5,,0.765
P6671,195,49.5,,0.495
P6672,169,59.75,,0.5975
P6673,169,39.75,,0.3975
P6674,220,36.25,,0.3625
P6675,140,34.75,,0.3475
P6676,126,94.5,,0.945
P6677,184,66.5,,0.665
P6678,240,57.5,,0.575
P6679,186,45.25,,0.4525
P6680,175,53.25,,0.5325
P6681,241,48.5,,0.485
P6682,140,62.5,,0.625
P6683,280,24,,0.24
P6684,123,45.75,,0.4575
P6685,172,71,,0.71
P6686,199,46.25,,0.4625
P6687,172,59.25,,0.5925
P6688,236,51.25,,0.5125
P6689,248,45.5,,0.455
P6690,138,46.75,,0.4675
P6691,260,46,,0.46
P6692,109,63.5,,0.635
P6693,271,54.25,,0.5425
P6694,222,74.5,,0.745
P6695,337,36.25,,0.3625
P6696,211,63.25,,0.6325
P6697,141,82.5,,0.825
P6698,106,60.75,,0.6075
P6699,253,56.5,,0.565
P6700,155,50.5,,0.505
P6701,352,92.75,,0.9275
P6702,172,64.25,,0.6425
P6703,175,52.75,,0.5275
P6704,200,38,,0.38
P6705,270,68.5,,0.685
P6706,345,60.5,,0.605
P6707,242,59.25,,0.5925
P6708,264,61,,0.61
P6709,123,54.25,,0.5425
P6710,213,35.5,,0.355
P6711,314,50.5,,0.505
P6712,189,57,,0.57
P6713,187,72,,0.72
P6714,179,55.25,,0.5525
P6715,183,69.75,,0.6975
P6716,271,57.25,,0.5725
P6717,263,71.75,,0.7175
P6718,105,53.5,,0.535
P6719,194,29.25,,0.2925
P6720,197,42.25,,0.4225
P6721,295,67,,0.67
P6722,214,44.5,,0.445
P6723,163,44.5,,0.445
P6724,291,39.75,,0.3975
P6725,143,21.25,,0.2125
P6726,268,59.75,,0.5975
P6727,194,67.75,,0.6775
P6728,219,76.25,,0.7625
P6729,234,46.75,,0.4675
P6730,225,50.25,,0.5025
P6731,141,49.25,,0.4925
P6732,208,70.75,,0.7075
P6733,213,67.25,,0.6725
P6734,203,76,,0.76
P6735,227,41.5,,0.415
P6736,142,52,,0.52
P6737,205,26,,0.26
P6738,276,33.5,,0.335
P6739,147,32.75,,0.3275
P6740,286,56.5,,0.565
P6741,243,44,,0.44
P6742,288,37.25,,0.3725
P6743,209,47.25,,0.4725
P6744,195,48.75,,0.4875
P6745,178,82.25,,0.8225
P6746,279,57.25,,0.5725
P6747,251,67.25,,0.6725
P6748,263,45.75,,0.4575
P6749,269,39.75,,0.3975
P6750,59,60.25,,0.6025
P6751,324,51.75,,0.5175
P6752,210,72.75,,0.7275
P6753,170,65.75,,0.6575
P6754,220,61.75,,0.6175
P6755,224,25,,0.25
P6756,177,51.75,,0.5175
P6757,213,66,,0.66
P6758,207,73.25,,0.7325
P6759,224,42.75,,0.4275
P6760,201,40.5,,0.405
P6761,247,23.75,,0.2375
P6762,172,50.25,,0.5025
P6763,273,46.75,,0.4675
P6764,169,74,,0.74
P6765,185,30.5,,0.305
P6766,268,49,,0.49
P6767,192,68.5,,0.685
P6768,232,51.75,,0.5175
P6769,208,43.25,,0.4325
P6770,230,57.5,,0.575
P6771,217,39.5,,0.395
P6772,74,65,,0.65
P6773,280,68.25,,0.6825
P6774,248,14.75,,0.1475
P6775,145,51.25,,0.5125
P6776,201,52.75,,0.5275
P6777,277,51.25,,0.5125
P6778,154,45.75,,0.4575
P6779,271,44.75,,0.4475
P6780,344,29.75,,0.2975
P6781,165,51.5,,0.515
P6782,161,43,,0.43
P6783,230,57.75,,0.5775
P6784,170,69,,0.69
P6785,170,44,,0.44
P6786,273,36.75,,0.3675
P6787,259,68.25,,0.6825
P6788,194,54.75,,0.5475
P6789,244,78,,0.78
P6790,181,32.5,,0.325
P6791,257,42.75,,0.4275
P6792,195,54.75,,0.5475
P6793,234,32.5,,0.325
P6794,173,36,,0.36
P6795,178,64,,0.64
P6796,210,58.5,,0.585
P6797,236,62.25,,0.6225
P6798,273,41.25,,0.4125
P6799,166,43,,0.43
P6800,149,73,,0.73
P6801,143,54.75,,0.5475
P6802,205,46.25,,0.4625
P6803,214,30.25,,0.3025
P6804,208,62.25,,0.6225
P6805,185,52,,0.52
